2015-08-28 18:09:07 172.17.100.8 GET /express/defaultr.aspx partnerId=REDACTEDP00001 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://rewardsurvey.com/Order/ThankYou/id 302 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-F/floridasportfishing/floridasportfishing-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-E/essence/essence-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-P/peopleesp/peopleesp-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-L/latina/latina-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-R/redbulletin/redbulletin-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /images/orderpagecvr/CVR-S/ski/ski-cvrop-default.jpg - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /Express/images/btnSubmit.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /Express/images/trustwaveLogo.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /Express/includes/greybox/w_close.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /Express/includes/greybox/header_bg.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /Express/includes/greybox/g_close.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
2015-08-28 18:09:10 172.17.100.8 GET /Express/includes/greybox/indicator.gif - 443 - 174.22.216.43 Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko https://www.REDACTED.com/Express/default.aspx?partnerId=REDACTEDP00001&t==RzJoUWwremdyOFM1SEVyNnNaSjRKTEtCbmI3ajhnaXY= 200 0 0 0
